SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,BIRTHS2020,BIRTHS2021,BIRTHS2022,DEATHS2020,DEATHS2021,DEATHS2022,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,NETMIG2020,NETMIG2021,NETMIG2022,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,RBIRTH2021,RBIRTH2022,RDEATH2021,RDEATH2022,RNATURALCHG2021,RNATURALCHG2022,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RDOMESTICMIG2021,RDOMESTICMIG2022,RNETMIG2021,RNETMIG2022
050,2,3,18,181,Indiana,White County,24691,24668,24662,24598,-23,-6,-64,69,285,298,86,345,355,-17,-60,-57,0,17,48,-8,24,-50,-8,41,-2,2,13,-5,223,223,223,223,11.554834786,12.099066179,13.987431583,14.413317093,-2.432596797,-2.314250914,0.6892357592,1.9488428745,0.9730387188,-2.030044661,1.662274478,-0.081201786
050,2,3,18,183,Indiana,Whitley County,34190,34338,34492,34627,148,154,135,94,372,388,81,374,388,13,-2,0,0,5,10,138,129,144,138,134,154,-3,22,-19,335,335,335,335,10.809240157,11.22701428,10.867354351,11.22701428,-0.058114194,0,0.145285486,0.2893560381,3.7483655383,4.1667269492,3.8936510243,4.4560829873
040,2,4,19,000,Iowa,Iowa,3190372,3190571,3197689,3200517,199,7118,2828,9103,36021,36928,8074,35560,35369,1029,461,1559,199,3701,9348,-1392,1807,-7292,-1193,5508,2056,363,1149,-787,98591,98550,98517,98689,11.277249204,11.543235713,11.132921954,11.05591161,0.1443272503,0.487324103,1.1586879682,2.9220690925,0.5657252523,-2.279388941,1.7244132205,0.6426801513
050,2,4,19,001,Iowa,Adair County,7498,7494,7538,7494,-4,44,-44,23,92,94,17,121,124,6,-29,-30,0,4,9,-10,70,-19,-10,74,-10,0,-1,-4,158,158,158,158,12.240553486,12.506652475,16.098988824,16.498137307,-3.858435338,-3.991484832,0.5321979776,1.1974454497,9.3134646088,-2.527940394,9.8456625865,-1.330494944
050,2,4,19,003,Iowa,Adams County,3708,3710,3642,3611,2,-68,-31,13,45,43,9,50,57,4,-5,-14,0,0,1,-2,-60,-18,-2,-60,-17,0,-3,0,71,71,71,71,12.241566921,11.857162553,13.601741023,15.717634082,-1.360174102,-3.860471529,0,0.2757479664,-16.32208923,-4.963463394,-16.32208923,-4.687715428
050,2,4,19,005,Iowa,Allamakee County,14061,14068,13968,13960,7,-100,-8,63,195,198,49,209,203,14,-14,-5,0,11,34,-9,-99,-34,-9,-88,0,2,2,-3,225,225,225,225,13.910686261,14.179318247,14.909402197,14.537381839,-0.998715937,-0.358063592,0.7847053788,2.4348324262,-7.062348409,-2.434832426,-6.27764303,0
050,2,4,19,007,Iowa,Appanoose County,12315,12285,12266,12094,-30,-19,-172,23,120,122,37,206,199,-14,-86,-77,0,3,6,-16,61,-96,-16,64,-90,0,3,-5,200,200,200,200,9.7755692232,10.016420361,16.781393833,16.338259442,-7.00582461,-6.32183908,0.2443892306,0.4926108374,4.9692476885,-7.881773399,5.2136369191,-7.389162562
050,2,4,19,009,Iowa,Audubon County,5676,5681,5665,5598,5,-16,-67,18,61,59,14,76,78,4,-15,-19,0,1,5,2,-7,-53,2,-6,-48,-1,5,0,101,101,101,101,10.752688172,10.476782385,13.396791821,13.850661458,-2.644103649,-3.373879073,0.1762735766,0.887862914,-1.233915036,-9.411346888,-1.05764146,-8.523483974
050,2,4,19,011,Iowa,Benton County,25571,25534,25719,25711,-37,185,-8,50,257,268,54,284,268,-4,-27,0,0,5,14,-34,200,-9,-34,205,5,1,7,-13,317,317,317,317,10.028681248,10.421932724,11.082278111,10.421932724,-1.053596863,0,0.1951105301,0.5444293214,7.8044212046,-0.349990278,7.9995317347,0.1944390434
050,2,4,19,013,Iowa,Black Hawk County,131147,131034,130606,130274,-113,-428,-332,436,1613,1655,368,1464,1485,68,149,170,7,208,499,-204,-833,-963,-197,-625,-464,16,48,-38,4485,4481,4470,4494,12.329918973,12.68782582,11.190949396,11.384544618,1.1389695765,1.3032812021,1.5899709525,3.8255136461,-6.367527901,-7.382704692,-4.777556948,-3.557191046
050,2,4,19,015,Iowa,Boone County,26715,26700,26776,26609,-15,76,-167,59,261,267,79,332,335,-20,-71,-68,0,2,3,-1,135,-95,-1,137,-92,6,10,-7,739,739,739,739,9.7613882863,10.002809778,12.4167851,12.550341856,-2.655396814,-2.547532078,0.0747999102,0.1123911211,5.0489939412,-3.559052168,5.1237938514,-3.446661047
050,2,4,19,017,Iowa,Bremer County,24988,25003,25122,25259,15,119,137,63,245,255,69,297,287,-6,-52,-32,0,21,58,17,136,128,17,157,186,4,14,-17,1570,1568,1559,1573,9.7755610973,10.122863778,11.850374065,11.393183938,-2.074812968,-1.27032016,0.8379052369,2.3024552907,5.4264339152,5.0812806415,6.2643391521,7.3837359322
050,2,4,19,019,Iowa,Buchanan County,20565,20606,20697,20714,41,91,17,67,272,276,47,240,231,20,32,45,0,14,33,17,32,-58,17,46,-25,4,13,-3,144,144,144,144,13.170956105,13.329791601,11.621431857,11.156456014,1.5495242476,2.1733355872,0.6779168583,1.5937794306,1.5495242476,-2.80118809,2.227441106,-1.20740866
050,2,4,19,021,Iowa,Buena Vista County,20830,20809,20767,20600,-21,-42,-167,58,295,301,54,198,205,4,97,96,6,60,149,-29,-202,-424,-23,-142,-275,-2,3,12,816,816,810,816,14.190879353,14.552662751,9.5247258033,9.9112819397,4.6661535501,4.6413808108,2.8862805465,7.2038098001,-9.717144506,-20.49943191,-6.83086396,-13.29562211
050,2,4,19,023,Iowa,Butler County,14335,14332,14362,14269,-3,30,-93,40,146,149,37,202,197,3,-56,-48,0,5,15,-8,74,-57,-8,79,-42,2,7,-3,211,211,211,211,10.176343486,10.408298697,14.079598522,13.761307674,-3.903255036,-3.353008976,0.3485049139,1.0478153051,5.157872726,-3.981698159,5.5063776399,-2.933882854
050,2,4,19,025,Iowa,Calhoun County,9914,9882,9884,9725,-32,2,-159,22,89,93,27,142,139,-5,-53,-46,0,0,1,-27,53,-115,-27,53,-114,0,2,1,697,697,697,697,9.0053627441,9.485440359,14.36810685,14.177163547,-5.362744106,-4.691723188,0,0.1019939824,5.362744106,-11.72930797,5.362744106,-11.62731399
050,2,4,19,027,Iowa,Carroll County,20757,20721,20752,20567,-36,31,-185,69,241,244,60,283,286,9,-42,-42,0,11,19,-42,50,-158,-42,61,-139,-3,12,-4,480,480,480,480,11.622019145,11.810547206,13.64743327,13.84351025,-2.025414125,-2.032963044,0.5304656041,0.9196737578,2.4112072915,-7.647813355,2.9416728956,-6.728139597
050,2,4,19,029,Iowa,Cass County,13132,13118,13065,13104,-14,-53,39,27,117,121,51,223,216,-24,-106,-95,0,1,3,8,45,134,8,46,137,2,7,-3,193,193,193,193,8.9370965894,9.2475830181,17.033953328,16.508082082,-8.096856739,-7.260499064,0.0763854409,0.2292789178,3.4373448421,10.241124995,3.513730283,10.470403913
050,2,4,19,031,Iowa,Cedar County,18497,18491,18444,18399,-6,-47,-45,45,174,176,47,206,210,-2,-32,-34,0,4,14,-7,-24,-16,-7,-20,-2,3,5,-9,257,257,257,257,9.4219574929,9.5540536873,11.154731285,11.39972315,-1.732773792,-1.845669462,0.216596724,0.7599815433,-1.299580344,-0.868550335,-1.08298362,-0.108568792
050,2,4,19,033,Iowa,Cerro Gordo County,43132,43023,42761,42409,-109,-262,-352,111,434,437,146,624,618,-35,-190,-181,0,14,54,-73,-111,-214,-73,-97,-160,-1,25,-11,1020,1020,1020,1021,10.118437005,10.261829283,14.54816749,14.512152166,-4.429730486,-4.250322884,0.3264011937,1.268052131,-2.587895179,-5.02524363,-2.261493985,-3.757191499
050,2,4,19,035,Iowa,Cherokee County,11664,11663,11532,11491,-1,-131,-41,31,130,131,36,188,183,-5,-58,-52,0,0,-1,3,-74,18,3,-74,17,1,1,-6,405,405,406,406,11.209312352,11.379924423,16.21039017,15.897146332,-5.001077818,-4.517221909,0,-0.086869652,-6.380685493,1.5636537376,-6.380685493,1.4767840855
050,2,4,19,037,Iowa,Chickasaw County,12015,11990,11899,11716,-25,-91,-183,41,145,145,34,170,164,7,-25,-19,0,-1,-2,-30,-68,-163,-30,-69,-165,-2,3,1,201,201,201,201,12.139478421,12.280330299,14.232491942,13.889477027,-2.093013521,-1.609146729,-0.083720541,-0.169383866,-5.692996777,-13.80478509,-5.776717318,-13.97416896
050,2,4,19,039,Iowa,Clarke County,9744,9726,9756,9692,-18,30,-64,26,118,120,27,144,137,-1,-26,-17,1,23,52,-18,27,-100,-17,50,-48,0,6,1,149,149,149,149,12.113746022,12.340600576,14.782876501,14.088852324,-2.669130479,-1.748251748,2.3611538856,5.3475935829,2.771789344,-10.28383381,5.1329432296,-4.93624023
050,2,4,19,041,Iowa,Clay County,16381,16335,16428,16475,-46,93,47,43,158,162,61,206,205,-18,-48,-43,0,4,5,-28,131,93,-28,135,98,0,6,-8,278,278,278,278,9.6450264017,9.8471264018,12.575161005,12.460869829,-2.930134603,-2.613743428,0.2441778836,0.3039236544,7.9968256875,5.6529799714,8.2410035711,5.9569036258
050,2,4,19,043,Iowa,Clayton County,17045,17030,17047,17027,-15,17,-20,63,192,196,44,250,240,19,-58,-44,0,4,9,-33,64,24,-33,68,33,-1,7,-9,295,295,295,295,11.268597588,11.504372836,14.672653109,14.086987146,-3.404055521,-2.58261431,0.2347624497,0.528262018,3.7561991959,1.4086987146,3.9909616457,1.9369607325
050,2,4,19,045,Iowa,Clinton County,46470,46432,46526,46344,-38,94,-182,136,522,536,136,610,621,0,-88,-85,0,10,26,-42,141,-107,-42,151,-81,4,31,-16,645,643,646,644,11.230878461,11.543017121,13.124206631,13.373532895,-1.89332817,-1.830515775,0.2151509284,0.5599224723,3.0336280901,-2.304296328,3.2487790185,-1.744373856
050,2,4,19,047,Iowa,Crawford County,16526,16490,16243,16123,-36,-247,-120,62,214,216,43,185,184,19,29,32,2,26,81,-54,-294,-236,-52,-268,-155,-3,-8,3,489,489,490,490,13.075489567,13.347339801,11.30357743,11.369956127,1.7719121376,1.9773836742,1.588610882,5.0052524254,-17.96352305,-14.5832046,-16.37491217,-9.577952172
050,2,4,19,049,Iowa,Dallas County,99677,100473,104069,108016,796,3596,3947,304,1303,1356,174,606,606,130,697,750,2,133,341,709,2855,2779,711,2988,3120,-45,-89,77,666,666,667,666,12.74065962,12.787325836,5.9254334073,5.7146898649,6.8152262127,7.0726359714,1.3004664079,3.2156918217,27.916027026,26.206473819,29.216493434,29.422165641
050,2,4,19,051,Iowa,Davis County,9110,9112,9146,9130,2,34,-16,30,153,158,22,97,93,8,56,65,0,3,9,-5,-31,-92,-5,-28,-83,-1,6,2,86,86,86,86,16.759776536,17.290435544,10.625479242,10.177281681,6.1342972943,7.113153863,0.3286230693,0.9848982272,-3.395771717,-10.06784854,-3.067148647,-9.082950317
050,2,4,19,053,Iowa,Decatur County,7639,7605,7660,7683,-34,55,23,11,79,85,22,97,100,-11,-18,-15,0,6,12,-22,66,32,-22,72,44,-1,1,-6,480,480,478,480,10.350474943,11.079971322,12.708811006,13.035260379,-2.358336063,-1.955289057,0.786112021,1.5642312455,8.6472322306,4.1712833214,9.4333442516,5.7355145669
050,2,4,19,055,Iowa,Delaware County,17484,17456,17531,17568,-28,75,37,42,192,196,43,208,203,-1,-16,-7,0,2,2,-25,78,51,-25,80,53,-2,11,-9,236,236,236,236,10.975505188,11.168409356,11.89013062,11.567281119,-0.914625432,-0.398871763,0.114328179,0.1139633608,4.4587989825,2.9060656999,4.5731271615,3.0200290607
050,2,4,19,057,Iowa,Des Moines County,38907,38816,38507,38293,-91,-309,-214,109,420,430,125,530,535,-16,-110,-105,1,39,81,-75,-252,-178,-74,-213,-97,-1,14,-12,523,523,520,522,10.863520557,11.197916667,13.708728321,13.932291667,-2.845207765,-2.734375,1.0087554803,2.109375,-6.518112334,-4.635416667,-5.509356854,-2.526041667
050,2,4,19,059,Iowa,Dickinson County,17704,17766,17852,18028,62,86,176,39,155,158,52,238,235,-13,-83,-77,1,13,28,79,152,224,80,165,252,-5,4,1,311,311,311,311,8.7034645404,8.8071348941,13.364029423,13.099219621,-4.660564883,-4.292084727,0.7299679937,1.5607580825,8.535010388,12.48606466,9.2649783817,14.046822742
050,2,4,19,061,Iowa,Dubuque County,99264,99291,98815,98677,27,-476,-138,279,1076,1104,230,1058,1046,49,18,58,1,51,150,-41,-582,-312,-40,-531,-162,18,37,-34,4166,4164,4154,4170,10.862871392,11.180199704,10.681150495,10.59283414,0.1817208969,0.5873655642,0.5148758745,1.5190488729,-5.875642333,-3.159621656,-5.360766458,-1.640572783
050,2,4,19,063,Iowa,Emmet County,9383,9335,9318,9176,-48,-17,-142,21,91,92,37,149,144,-16,-58,-52,0,3,5,-28,31,-94,-28,34,-89,-4,7,-1,372,372,372,372,9.757143623,9.9491727047,15.975982416,15.572618146,-6.218838793,-5.623445442,0.3216640755,0.5407159079,3.3238621133,-10.16545907,3.6455261888,-9.62474316
050,2,4,19,065,Iowa,Fayette County,19511,19445,19309,19294,-66,-136,-15,68,195,201,63,289,281,5,-94,-80,0,13,33,-64,-61,43,-64,-48,76,-7,6,-11,871,871,870,871,10.063477318,10.413698417,14.914589462,14.558454006,-4.851112143,-4.144755589,0.6708984879,1.7097116804,-3.148062136,2.2278061291,-2.477163648,3.9375178095
050,2,4,19,067,Iowa,Floyd County,15627,15590,15449,15337,-37,-141,-112,51,167,172,47,226,219,4,-59,-47,0,-1,-1,-38,-84,-63,-38,-85,-64,-3,3,-1,212,212,212,212,10.760655949,11.173910219,14.562324817,14.227246151,-3.801668868,-3.053335932,-0.064435066,-0.064964594,-5.412545507,-4.092769441,-5.476980573,-4.157734035
050,2,4,19,069,Iowa,Franklin County,10016,9997,9952,9916,-19,-45,-36,36,137,139,29,158,159,7,-21,-20,0,-1,3,-24,-29,-17,-24,-30,-14,-2,6,-2,167,167,167,167,13.735024312,13.992349507,15.840393002,16.005637206,-2.10536869,-2.013287699,-0.100255652,0.3019931548,-2.907413905,-1.711294544,-3.007669557,-1.409301389
050,2,4,19,071,Iowa,Fremont County,6602,6567,6575,6464,-35,8,-111,17,58,59,16,93,93,1,-35,-34,0,0,1,-32,43,-83,-32,43,-82,-4,0,5,93,93,93,93,8.8266626084,9.0497737557,14.153096941,14.264897615,-5.326434333,-5.215123859,0,0.1533859959,6.5439050373,-12.73103766,6.5439050373,-12.57765166
050,2,4,19,073,Iowa,Greene County,8766,8752,8733,8741,-14,-19,8,23,90,94,21,120,119,2,-30,-25,0,1,1,-15,4,36,-15,5,37,-1,6,-4,112,111,112,111,10.294538176,10.758841708,13.726050901,13.620235779,-3.431512725,-2.861394071,0.1143837575,0.1144557628,0.45753503,4.1204074625,0.5719187875,4.2348632254
050,2,4,19,075,Iowa,Grundy County,12329,12334,12371,12356,5,37,-15,34,132,134,33,163,163,1,-31,-29,0,6,10,3,53,7,3,59,17,1,9,-3,154,154,154,154,10.686095932,10.838354835,13.195709371,13.183968941,-2.509613439,-2.345614106,0.4857316333,0.8088324504,4.2906294272,0.5661827153,4.7763610605,1.3750151656
050,2,4,19,077,Iowa,Guthrie County,10623,10613,10586,10647,-10,-27,61,22,91,91,40,147,149,-18,-56,-58,0,3,9,7,20,118,7,23,127,1,6,-8,98,98,98,98,8.5853106279,8.5715631329,13.868578707,14.034757218,-5.283268079,-5.463194085,0.2830322185,0.8477370131,1.8868814567,11.114774172,2.1699136752,11.962511185
050,2,4,19,079,Iowa,Hamilton County,15039,15008,14883,14820,-31,-125,-63,39,178,180,51,211,202,-12,-33,-22,0,2,6,-19,-97,-41,-19,-95,-35,0,3,-6,236,236,236,236,11.909939447,12.11998788,14.117961928,13.601319732,-2.208022482,-1.481331852,0.1338195443,0.403999596,-6.490247901,-2.760663906,-6.356428356,-2.35666431
050,2,4,19,081,Iowa,Hancock County,10794,10757,10685,10685,-37,-72,0,31,121,126,30,143,141,1,-22,-15,0,4,9,-36,-58,9,-36,-54,18,-2,4,-3,191,191,191,191,11.28626061,11.792232101,13.338307994,13.196069256,-2.052047384,-1.403837155,0.3730995243,0.8423022929,-5.409943102,0.8423022929,-5.036843578,1.6846045859
050,2,4,19,083,Iowa,Hardin County,16873,16820,16719,16567,-53,-101,-152,42,142,146,53,263,273,-11,-121,-127,0,17,40,-39,-4,-56,-39,13,-16,-3,7,-9,672,672,669,672,8.4677539581,8.7724568888,15.683234443,16.403292676,-7.215480485,-7.630835787,1.0137451922,2.4034128462,-0.238528281,-3.364777985,0.7752169117,-0.961365138
050,2,4,19,085,Iowa,Harrison County,14578,14564,14683,14658,-14,119,-25,44,157,159,43,241,230,1,-84,-71,0,0,0,-15,202,51,-15,202,51,0,1,-5,273,273,273,273,10.736143878,10.838076412,16.480322768,15.677720596,-5.74417889,-4.839644184,0,0,13.813382569,3.4763641321,13.813382569,3.4763641321
050,2,4,19,087,Iowa,Henry County,20488,20451,20390,20196,-37,-61,-194,51,180,181,57,279,273,-6,-99,-92,0,2,9,-31,26,-108,-31,28,-99,0,10,-3,1995,1995,1987,1995,8.8146715311,8.9193317893,13.662740873,13.452914798,-4.848069342,-4.533583009,0.0979407948,0.4435026857,1.2732303323,-5.322032228,1.3711711271,-4.878529542
050,2,4,19,089,Iowa,Howard County,9468,9492,9500,9533,24,8,33,29,128,129,17,129,130,12,-1,-1,0,2,4,9,4,36,9,6,40,3,3,-6,139,139,139,139,13.47935973,13.555403772,13.584667228,13.660484422,-0.105307498,-0.105080649,0.2106149958,0.4203225976,0.4212299916,3.7829033783,0.6318449874,4.2032259759
050,2,4,19,091,Iowa,Humboldt County,9598,9595,9637,9572,-3,42,-65,22,112,113,22,135,136,0,-23,-23,0,3,12,-4,58,-50,-4,61,-38,1,4,-4,144,143,144,143,11.647254576,11.76531834,14.039101498,14.160029153,-2.391846922,-2.394710813,0.3119800333,1.249414337,6.0316139767,-5.205893071,6.34359401,-3.956478734
050,2,4,19,093,Iowa,Ida County,7002,7019,6974,6888,17,-45,-86,21,69,70,18,117,113,3,-48,-43,0,0,3,15,0,-43,15,0,-40,-1,3,-3,159,159,159,159,9.8620738941,10.099552734,16.722647038,16.303563699,-6.860573144,-6.204010965,0,0.4328379743,0,-6.204010965,0,-5.771172991
050,2,4,19,095,Iowa,Iowa County,16663,16654,16574,16475,-9,-80,-99,36,170,174,61,232,230,-25,-62,-56,0,0,-2,13,-29,-36,13,-29,-38,3,11,-5,358,358,358,358,10.232334176,10.529819359,13.96412664,13.918726739,-3.731792464,-3.38890738,0,-0.121032406,-1.74551583,-2.178583316,-1.74551583,-2.299615722
050,2,4,19,097,Iowa,Jackson County,19485,19452,19397,19324,-33,-55,-73,49,193,200,51,264,266,-2,-71,-66,0,6,17,-32,0,-14,-32,6,3,1,10,-10,184,184,184,184,9.9359056861,10.330311717,13.591083426,13.739314584,-3.655177739,-3.409002867,0.3088882597,0.878076496,0,-0.72312182,0.3088882597,0.1549546758
050,2,4,19,099,Iowa,Jasper County,37809,37810,37874,37938,1,64,64,114,402,412,116,464,463,-2,-62,-51,0,30,66,-5,73,71,-5,103,137,8,23,-22,1934,1934,1934,1934,10.623117171,10.868991716,12.261508377,12.214425157,-1.638391206,-1.345433441,0.7927699382,1.7411491584,1.9290735162,1.8730543977,2.7218434544,3.6142035562
050,2,4,19,101,Iowa,Jefferson County,15665,15693,15762,15698,28,69,-64,45,143,144,46,209,200,-1,-66,-56,5,112,288,22,14,-306,27,126,-18,2,9,10,776,782,789,774,9.0923541567,9.1544818818,13.288825306,12.714558169,-4.196471149,-3.560076287,7.1212843745,18.308963764,0.8901605468,-19.453274,8.0114449213,-1.144310235
050,2,4,19,103,Iowa,Johnson County,152861,153042,155016,156420,181,1974,1404,402,1618,1659,191,880,886,211,738,773,42,551,1403,-111,590,-716,-69,1141,687,39,95,-56,9419,9412,9459,9432,10.504515383,10.653874311,5.7132098501,5.6897725375,4.7913055334,4.9641017737,3.5772484402,9.0098768286,3.8304475131,-4.598055459,7.4076959534,4.4118213694
050,2,4,19,105,Iowa,Jones County,20646,20653,20839,20848,7,186,9,49,194,200,48,239,236,1,-45,-36,0,0,1,4,229,55,4,229,56,2,2,-11,1437,1437,1437,1437,9.3512002314,9.5953174851,11.520293069,11.322474632,-2.169092837,-1.727157147,0,0.0479765874,11.038272438,2.6387123084,11.038272438,2.6866888958
050,2,4,19,107,Iowa,Keokuk County,10035,10012,9924,9904,-23,-88,-20,29,99,103,29,154,153,0,-55,-50,0,2,5,-22,-38,30,-22,-36,35,-1,3,-5,117,117,117,117,9.9317817014,10.389348396,15.449438202,15.432721404,-5.517656501,-5.043373008,0.2006420546,0.5043373008,-3.812199037,3.0260238047,-3.611556982,3.5303611055
050,2,4,19,109,Iowa,Kossuth County,14822,14794,14524,14475,-28,-270,-49,31,157,160,40,210,209,-9,-53,-49,0,4,10,-20,-215,-4,-20,-211,6,1,-6,-6,321,321,321,321,10.710143939,11.034863271,14.325670237,14.414290148,-3.615526298,-3.379426877,0.2728699093,0.6896789544,-14.66675762,-0.275871582,-14.39388771,0.4138073727
050,2,4,19,111,Iowa,Lee County,33548,33520,33208,32840,-28,-312,-368,75,340,352,106,513,513,-31,-173,-161,0,0,-2,-1,-152,-199,-1,-152,-201,4,13,-6,1172,1172,1172,1172,10.190624625,10.658914729,15.375854214,15.534156977,-5.185229589,-4.875242248,0,-0.060562016,-4.555808656,-6.025920543,-4.555808656,-6.086482558
050,2,4,19,113,Iowa,Linn County,230303,230411,229458,229033,108,-953,-425,666,2558,2622,512,2205,2185,154,353,437,17,355,837,-116,-1721,-1678,-99,-1366,-841,53,60,-21,5337,5338,5325,5345,11.124907311,11.437520039,9.589687498,9.5312666988,1.5352198126,1.9062533398,1.5439179418,3.6511076553,-7.484740219,-7.319663854,-5.940822278,-3.668556198
050,2,4,19,115,Iowa,Louisa County,10837,10821,10747,10677,-16,-74,-70,27,104,106,23,120,119,4,-16,-13,0,26,70,-18,-86,-130,-18,-60,-60,-2,2,3,123,123,123,123,9.6439169139,9.8954443615,11.127596439,11.109036594,-1.483679525,-1.213592233,2.4109792285,6.5347274085,-7.974777448,-12.13592233,-5.56379822,-5.601194922
050,2,4,19,117,Iowa,Lucas County,8636,8620,8696,8689,-16,76,-7,25,104,108,31,135,126,-6,-31,-18,0,2,3,-11,103,12,-11,105,15,1,2,-4,62,62,62,62,12.012012012,12.424503883,15.592515593,14.49525453,-3.580503581,-2.070750647,0.231000231,0.3451251079,11.896511897,1.3805004314,12.127512128,1.7256255393
050,2,4,19,119,Iowa,Lyon County,11934,11927,12061,12179,-7,134,118,44,172,169,23,114,108,21,58,61,0,3,12,-28,66,52,-28,69,64,0,7,-7,178,178,178,178,14.340503585,13.943894389,9.5047523762,8.9108910891,4.8357512089,5.0330033003,0.2501250625,0.9900990099,5.5027513757,4.2904290429,5.7528764382,5.2805280528
050,2,4,19,121,Iowa,Madison County,16545,16628,16789,17036,83,161,247,47,178,182,28,170,173,19,8,9,0,0,1,63,145,243,63,145,244,1,8,-6,129,129,129,129,10.653260317,10.761271249,10.1744621,10.229120473,0.4787982165,0.5321507761,0,0.059127864,8.6782176736,14.368070953,8.6782176736,14.427198817
050,2,4,19,123,Iowa,Mahaska County,22180,22147,21944,21946,-33,-203,2,62,233,241,76,285,286,-14,-52,-45,0,8,26,-23,-166,33,-23,-158,59,4,7,-12,787,787,783,787,10.569050373,10.982000456,12.927808396,13.032581454,-2.358758023,-2.050580998,0.3628858497,1.1847801321,-7.529881382,1.5037593985,-7.166995532,2.6885395306
050,2,4,19,125,Iowa,Marion County,33417,33408,33444,33642,-9,36,198,86,357,367,78,378,382,8,-21,-15,0,6,14,-22,38,212,-22,44,226,5,13,-13,1411,1409,1403,1414,10.680308742,10.941179978,11.308562197,11.38836717,-0.628253455,-0.447187193,0.1795009873,0.4173747131,1.136839586,6.3202456548,1.3163405732,6.7376203679
050,2,4,19,127,Iowa,Marshall County,40104,40093,39899,39879,-11,-194,-20,122,484,492,125,564,547,-3,-80,-55,14,121,313,-25,-248,-279,-11,-127,34,3,13,1,1059,1059,1059,1059,12.101210121,12.334227481,14.101410141,13.713053724,-2.00020002,-1.378826243,3.0253025303,7.8467748001,-6.200620062,-6.994409486,-3.175317532,0.8523653137
050,2,4,19,129,Iowa,Mills County,14486,14399,14464,14553,-87,65,89,35,140,140,43,156,156,-8,-16,-16,0,4,11,-73,71,101,-73,75,112,-6,6,-7,288,288,288,288,9.7010012819,9.6495158011,10.809687143,10.752317607,-1.108685861,-1.102801806,0.2771714652,0.7581762415,4.9197935073,6.9614363994,5.1969649725,7.7196126409
050,2,4,19,131,Iowa,Mitchell County,10563,10588,10563,10532,25,-25,-31,32,127,129,29,157,155,3,-30,-26,0,7,18,24,-9,-20,24,-2,-2,-2,7,-3,231,231,231,231,12.008888469,12.230386347,14.845633776,14.695425456,-2.836745308,-2.465039109,0.6619072384,1.7065655369,-0.851023592,-1.89618393,-0.189116354,-0.189618393
050,2,4,19,133,Iowa,Monona County,8757,8746,8595,8486,-11,-151,-109,17,92,93,38,185,179,-21,-93,-86,0,2,3,8,-61,-28,8,-59,-25,2,1,2,156,156,156,156,10.610691425,10.889292196,21.336716452,20.958960248,-10.72602503,-10.06966805,0.2306672049,0.3512674902,-7.035349749,-3.278496575,-6.804682544,-2.927229085
050,2,4,19,135,Iowa,Monroe County,7574,7597,7595,7550,23,-2,-45,28,87,90,28,121,118,0,-34,-28,0,0,0,21,28,-14,21,28,-14,2,4,-3,96,96,96,96,11.453396524,11.885110598,15.929436546,15.582700561,-4.476040021,-3.697589964,0,0,3.6861506056,-1.848794982,3.6861506056,-1.848794982
050,2,4,19,137,Iowa,Montgomery County,10329,10330,10325,10205,1,-5,-120,23,100,100,37,176,171,-14,-76,-71,0,0,1,14,66,-48,14,66,-47,1,5,-2,202,202,202,202,9.6828854999,9.741841208,17.04187848,16.658548466,-7.35899298,-6.916707258,0,0.0974184121,6.3907044299,-4.67608378,6.3907044299,-4.578665368
050,2,4,19,139,Iowa,Muscatine County,43242,43141,42688,42377,-101,-453,-311,104,456,469,128,502,509,-24,-46,-40,2,25,61,-79,-435,-336,-77,-410,-275,0,3,4,720,720,719,719,10.625779166,11.026861812,11.697677941,11.967319109,-1.071898775,-0.940457297,0.5825536823,1.4341973785,-10.13643407,-7.899841298,-9.55388039,-6.465643919
050,2,4,19,141,Iowa,O'Brien County,14187,14154,14062,14060,-33,-92,-2,42,183,188,54,229,220,-12,-46,-32,0,9,23,-21,-60,12,-21,-51,35,0,5,-5,570,570,570,570,12.971363765,13.370315056,16.231925149,15.646113363,-3.260561384,-2.275798307,0.6379359229,1.6357300334,-4.252906153,0.8534243653,-3.61497023,2.4891543987
050,2,4,19,143,Iowa,Osceola County,6196,6202,6163,6036,6,-39,-127,13,57,58,16,94,94,-3,-37,-36,0,4,5,8,-9,-97,8,-5,-92,1,3,1,106,106,106,106,9.2195713708,9.5089761456,15.204205419,15.41109927,-5.984634048,-5.902123125,0.6469874646,0.8197393229,-1.455721795,-15.90294286,-0.808734331,-15.08320354
